ortho	Gene Ontology IDs
N0.HOG0027132	GO:0004535;GO:0005730;GO:0005737;GO:0008270;GO:0015030;GO:0016607;GO:0017069;GO:0034472
N0.HOG0028851	
N0.HOG0029809	GO:0004676;GO:0004677;GO:0004679;GO:0004694;GO:0004711;GO:0005524;GO:0005634;GO:0006915;GO:0035175;GO:0035402;GO:0035403;GO:0035556;GO:0035979;GO:0043065;GO:0044022;GO:0044023;GO:0044024;GO:0044025;GO:0072354;GO:0072371;GO:0072518;GO:0106310;GO:0140823;GO:0140855;GO:0140857;GO:1990244;GO:2000377
N0.HOG0029542	GO:0000166;GO:0000287;GO:0000956;GO:0003729;GO:0005634;GO:0005829;GO:0006402;GO:0008409;GO:0034353;GO:0050779;GO:0071028;GO:0090304;GO:0110152;GO:0110155
N0.HOG0019997	GO:0000105;GO:0000287;GO:0003879;GO:0005524;GO:0005737
N0.HOG0027085	GO:0005765;GO:0005777;GO:0007417;GO:0009791;GO:0021540;GO:0031667;GO:0034198;GO:0042149;GO:0043473;GO:0061462;GO:0061700;GO:0140007;GO:1901668;GO:1904262;GO:1990130
N0.HOG0027127	GO:0000070;GO:0000723;GO:0000724;GO:0003677;GO:0003779;GO:0005524;GO:0005634;GO:0005654;GO:0005819;GO:0005829;GO:0005874;GO:0006275;GO:0006281;GO:0006282;GO:0006302;GO:0006338;GO:0006351;GO:0008094;GO:0010571;GO:0016604;GO:0016887;GO:0030307;GO:0031011;GO:0033044;GO:0034644;GO:0042393;GO:0043014;GO:0045739;GO:0045893;GO:0045944;GO:0045995;GO:0051225;GO:0051301;GO:0051726;GO:0060382;GO:0070914;GO:0071479;GO:0140658;GO:1904507;GO:2000045
N0.HOG0024446	GO:0000724;GO:0000785;GO:0003690;GO:0003697;GO:0005524;GO:0005634;GO:0006308;GO:0006974;GO:0009378;GO:0015616;GO:0016567;GO:0016853;GO:0016887;GO:0019005;GO:0031297;GO:0036121;GO:0043138;GO:0061749;GO:0072429;GO:1902231;GO:1990518;GO:2000042
N0.HOG0014197	GO:0005509;GO:0005737
N0.HOG0013298	GO:0000139;GO:0003924;GO:0003925;GO:0005525;GO:0005794;GO:0006887;GO:0030133;GO:0030666;GO:0032154;GO:0032402;GO:0032588;GO:0045335;GO:0055038;GO:0061512;GO:0098837;GO:0098887;GO:1902017;GO:1902954;GO:1904779;GO:2001135
N0.HOG0025638	GO:0001889;GO:0004155;GO:0005737;GO:0006559;GO:0006729;GO:0010044;GO:0010288;GO:0033762;GO:0042802;GO:0070402;GO:0070404;GO:0071466
N0.HOG0012372	GO:0000139;GO:0005459;GO:0015297;GO:0072334
N0.HOG0025539	GO:0005085;GO:0005654;GO:0005829;GO:0031267;GO:0051056
N0.HOG0029265	GO:0004750;GO:0005829;GO:0005975;GO:0006098;GO:0046872
N0.HOG0003109	GO:0005524;GO:0005634;GO:0005737
N0.HOG0026601	GO:0000438;GO:0000439;GO:0005634;GO:0005669;GO:0005675;GO:0006289;GO:0006355;GO:0006366;GO:0008270;GO:0016251;GO:0097550
N0.HOG0018547	GO:0005739;GO:0005789;GO:0006869;GO:0007010;GO:0008270;GO:0008289;GO:0022604;GO:0044233;GO:0051560;GO:1990456
N0.HOG0025789	GO:0003697;GO:0005657;GO:0006508;GO:0006974;GO:0008233;GO:0045830;GO:0106300;GO:0160129
N0.HOG0011352	GO:0005783;GO:0005794;GO:0005886;GO:0005892;GO:0006937;GO:0006940;GO:0007165;GO:0007271;GO:0007274;GO:0007399;GO:0007507;GO:0007626;GO:0009410;GO:0014056;GO:0015464;GO:0022848;GO:0030425;GO:0032991;GO:0034220;GO:0034465;GO:0035094;GO:0035095;GO:0042166;GO:0042391;GO:0043005;GO:0043025;GO:0044853;GO:0044877;GO:0045202;GO:0048814;GO:0051899;GO:0060079;GO:0060084;GO:0095500;GO:0098691;GO:0098793;GO:0098981;GO:0099171;GO:0099634;GO:1901363;GO:1904315;GO:1905144
N0.HOG0005370	GO:0005302;GO:0005886;GO:0015173;GO:0015192;GO:0015196;GO:0015349;GO:0015801;GO:0016323;GO:0022857;GO:0070327
N0.HOG0013629	GO:0001968;GO:0001974;GO:0005911;GO:0007155;GO:0007157;GO:0007159;GO:0007160;GO:0007229;GO:0007507;GO:0009897;GO:0009986;GO:0016477;GO:0034668;GO:0045906;GO:0046872;GO:0060324;GO:0060485;GO:0060710;GO:0061032;GO:0072678;GO:0090074;GO:0098609;GO:1904738;GO:1905351
N0.HOG0029287	GO:0000785;GO:0003677;GO:0006260;GO:0006275;GO:0031390;GO:0034088
N0.HOG0029553	GO:0000122;GO:0000132;GO:0000785;GO:0000976;GO:0000978;GO:0000979;GO:0000981;GO:0001221;GO:0001227;GO:0001228;GO:0001568;GO:0001709;GO:0001755;GO:0001764;GO:0002052;GO:0002064;GO:0002067;GO:0002088;GO:0003002;GO:0003309;GO:0003310;GO:0003322;GO:0003677;GO:0003680;GO:0003682;GO:0003690;GO:0003700;GO:0003723;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006338;GO:0006357;GO:0006366;GO:0007224;GO:0007399;GO:0007405;GO:0007406;GO:0007409;GO:0007411;GO:0007420;GO:0007423;GO:0007435;GO:0008283;GO:0009611;GO:0009786;GO:0009950;GO:0009952;GO:0009953;GO:0010467;GO:0010468;GO:0010628;GO:0010975;GO:0019901;GO:0021510;GO:0021517;GO:0021543;GO:0021549;GO:0021593;GO:0021772;GO:0021778;GO:0021796;GO:0021798;GO:0021902;GO:0021905;GO:0021978;GO:0021983;GO:0021986;GO:0021987;GO:0022027;GO:0023019;GO:0030154;GO:0030182;GO:0030216;GO:0030334;GO:0030858;GO:0030900;GO:0030902;GO:0031490;GO:0031625;GO:0032808;GO:0032869;GO:0033365;GO:0035035;GO:0042462;GO:0042593;GO:0042660;GO:0043010;GO:0043565;GO:0044344;GO:0045165;GO:0045471;GO:0045664;GO:0045665;GO:0045893;GO:0045944;GO:0048505;GO:0048596;GO:0048708;GO:0050680;GO:0050767;GO:0060041;GO:0061034;GO:0061072;GO:0061303;GO:0061351;GO:0070410;GO:0070412;GO:0071333;GO:0071380;GO:0071466;GO:0071837;GO:0098598;GO:0120008;GO:1901142;GO:1902895;GO:1904937;GO:1990830;GO:1990837;GO:2000178;GO:2001224
N0.HOG0027387	GO:0003274;GO:0003924;GO:0005525;GO:0005737;GO:0005814;GO:0006887;GO:0007224;GO:0008104;GO:0008589;GO:0015031;GO:0016485;GO:0017157;GO:0031338;GO:0035082;GO:0035869;GO:0036064;GO:0060173;GO:0060271;GO:0097546;GO:1904888
N0.HOG0024932	GO:0000422;GO:0005741;GO:0005758;GO:0016607;GO:1901525;GO:1990756
N0.HOG0015139	GO:0001534;GO:0003341;GO:0003351;GO:0004550;GO:0005576;GO:0005929;GO:0006183;GO:0006228;GO:0006241;GO:0007283;GO:0007286;GO:0008408;GO:0009116;GO:0021591;GO:0036126;GO:0051649;GO:0060271;GO:0097729;GO:1902176
N0.HOG0017600	GO:0000139;GO:0005768;GO:0005794;GO:0005802;GO:0016757;GO:0042802;GO:0052324;GO:2001009
N0.HOG0006426	GO:0016020;GO:0098609
N0.HOG0006224	GO:0005509;GO:0007160;GO:0016020
N0.HOG0028659	GO:0001764;GO:0005078;GO:0005794;GO:0005829;GO:0008270;GO:0016567;GO:0030027;GO:0032436;GO:0043066;GO:0043370;GO:0046330;GO:0048471;GO:0051865;GO:0061630;GO:2000564
N0.HOG0025704	GO:0003755;GO:0006397;GO:0006457;GO:0008380;GO:0071013;GO:0140839;GO:0140840
N0.HOG0028846	GO:0005543;GO:0005654;GO:0005768;GO:0005798;GO:0005802;GO:0005886;GO:0006897;GO:0030125;GO:0030276;GO:0048471
N0.HOG0026529	GO:0000082;GO:0000932;GO:0004842;GO:0008270;GO:0008543;GO:0021915;GO:0035198;GO:0035278;GO:0051865;GO:0072089;GO:2000177
N0.HOG0025812	GO:0004252;GO:0005886;GO:0006508;GO:0008236;GO:0031639
N0.HOG0025920	GO:0000398;GO:0005634
N0.HOG0028804	GO:0000050;GO:0004053;GO:0005634;GO:0005829;GO:0019547;GO:0030145
N0.HOG0013131	GO:0005739;GO:0043231;GO:0045111
N0.HOG0029024	GO:0005886;GO:0007596;GO:0046872;GO:0047710
N0.HOG0028523	GO:0003756;GO:0005576;GO:0005783;GO:0005788;GO:0006457;GO:0015035;GO:0035578;GO:0043066;GO:0043202;GO:0070062
N0.HOG0026511	GO:0005789;GO:0006487;GO:0006488;GO:0052925
N0.HOG0028009	GO:0004657;GO:0005739;GO:0010133;GO:0016645;GO:0071949
N0.HOG0026715	GO:0005634;GO:0005737;GO:0005765;GO:0006979;GO:0016020;GO:0030334;GO:0031667;GO:0031929;GO:0032868;GO:0042127;GO:0043200;GO:0150032
N0.HOG0005121	GO:0001654;GO:0005765;GO:0005886;GO:0006865;GO:0015171
N0.HOG0014353	GO:0001540;GO:0001666;GO:0001988;GO:0005216;GO:0005886;GO:0005892;GO:0006811;GO:0006816;GO:0006874;GO:0006897;GO:0007165;GO:0007268;GO:0007271;GO:0007611;GO:0007613;GO:0008179;GO:0008284;GO:0008306;GO:0009409;GO:0009897;GO:0010628;GO:0014061;GO:0015464;GO:0015643;GO:0016020;GO:0016324;GO:0017081;GO:0019228;GO:0019901;GO:0022848;GO:0030317;GO:0030424;GO:0030425;GO:0030426;GO:0030673;GO:0032094;GO:0032225;GO:0032279;GO:0032691;GO:0032715;GO:0032720;GO:0034220;GO:0035094;GO:0035095;GO:0042110;GO:0042113;GO:0042166;GO:0042391;GO:0042416;GO:0042698;GO:0042734;GO:0042803;GO:0043005;GO:0043025;GO:0043197;GO:0043198;GO:0043410;GO:0044853;GO:0045202;GO:0045211;GO:0045471;GO:0045766;GO:0046681;GO:0048149;GO:0050727;GO:0050728;GO:0050804;GO:0050808;GO:0050890;GO:0050893;GO:0051117;GO:0051247;GO:0051649;GO:0051823;GO:0060079;GO:0060112;GO:0070373;GO:0070374;GO:0095500;GO:0097061;GO:0097110;GO:0098690;GO:0098815;GO:0098897;GO:0098981;GO:0099171;GO:0099634;GO:0140059;GO:1900016;GO:1900273;GO:1902004;GO:1902430;GO:1902991;GO:1904315;GO:1904645;GO:1905144;GO:1905906;GO:2000463;GO:2001023
N0.HOG0027739	GO:0007344;GO:0031965;GO:0061472
N0.HOG0028592	
N0.HOG0029884	GO:0000902;GO:0001675;GO:0005654;GO:0005730;GO:0005829;GO:0016020;GO:0016567;GO:0080008
N0.HOG0014355	GO:0001988;GO:0004888;GO:0005886;GO:0006811;GO:0006816;GO:0006897;GO:0007271;GO:0007611;GO:0007613;GO:0008306;GO:0009409;GO:0009897;GO:0014061;GO:0015464;GO:0016020;GO:0016324;GO:0022848;GO:0030317;GO:0030425;GO:0030673;GO:0032094;GO:0032225;GO:0032691;GO:0032715;GO:0032720;GO:0035094;GO:0035095;GO:0042110;GO:0042113;GO:0042391;GO:0042698;GO:0042734;GO:0043124;GO:0045211;GO:0045471;GO:0048149;GO:0050727;GO:0050728;GO:0050804;GO:0050808;GO:0050893;GO:0051247;GO:0051649;GO:0051823;GO:0060112;GO:0070374;GO:0095500;GO:0097061;GO:0098793;GO:0098815;GO:0098981;GO:0099634;GO:0140059;GO:1900016;GO:1900273;GO:1902004;GO:1904645;GO:1905906;GO:2000463
N0.HOG0025209	GO:0005524;GO:0009507;GO:0016636;GO:0016730;GO:0019685;GO:0036068;GO:0046872;GO:0051539
N0.HOG0028951	GO:0003924;GO:0005525;GO:0005543;GO:0005737;GO:0005829;GO:0005879;GO:0005929;GO:0005930;GO:0006612;GO:0007265;GO:0007420;GO:0008589;GO:0010842;GO:0016020;GO:0030117;GO:0045444;GO:0046872;GO:0051258;GO:0060170;GO:0060271;GO:0061512;GO:0097499;GO:1903445;GO:1990404
N0.HOG0028096	GO:0001508;GO:0001568;GO:0001666;GO:0001774;GO:0001822;GO:0001944;GO:0002027;GO:0002250;GO:0002931;GO:0003007;GO:0003229;GO:0005524;GO:0005886;GO:0006813;GO:0006915;GO:0006950;GO:0006954;GO:0007507;GO:0008217;GO:0008282;GO:0008283;GO:0008340;GO:0009306;GO:0009410;GO:0010467;GO:0015272;GO:0015908;GO:0017098;GO:0019226;GO:0019829;GO:0030010;GO:0030016;GO:0032496;GO:0032868;GO:0032991;GO:0033198;GO:0034097;GO:0034765;GO:0034976;GO:0038066;GO:0042311;GO:0042383;GO:0043330;GO:0044546;GO:0045444;GO:0048144;GO:0048787;GO:0050877;GO:0050905;GO:0051124;GO:0051607;GO:0060920;GO:0060922;GO:0060976;GO:0061535;GO:0061762;GO:0070588;GO:0071805;GO:0072359;GO:0098662;GO:0098793;GO:0098915;GO:0098978;GO:0099508;GO:0150103;GO:1902282;GO:1904638;GO:1990573
N0.HOG0028236	GO:0003723;GO:0005730;GO:0048820
N0.HOG0029300	GO:0000408;GO:0002949;GO:0005634;GO:0005737;GO:0046872;GO:0061711
N0.HOG0015101	GO:0005769;GO:0005886;GO:0015385;GO:0015386;GO:0030670;GO:0031901;GO:0031902;GO:0032009;GO:0035725;GO:0042742;GO:0051453;GO:0055037;GO:0055038;GO:0071805;GO:0090382;GO:0098719
N0.HOG0026365	GO:0005634;GO:0005759;GO:0030488;GO:0052906
N0.HOG0029223	GO:0004556;GO:0005509;GO:0009897;GO:0016052
N0.HOG0029618	GO:0003677
N0.HOG0028727	GO:0001525;GO:0005004;GO:0005005;GO:0005006;GO:0005007;GO:0005008;GO:0005009;GO:0005010;GO:0005011;GO:0005018;GO:0005019;GO:0005020;GO:0005021;GO:0005524;GO:0005794;GO:0005886;GO:0006915;GO:0008284;GO:0008288;GO:0008543;GO:0017134;GO:0031410;GO:0036332;GO:0038062;GO:0043235;GO:0043410;GO:0060175
N0.HOG0013584	GO:0000139;GO:0001658;GO:0005886;GO:0006024;GO:0008467;GO:0015012
N0.HOG0024938	GO:0005783;GO:0005789;GO:0006633;GO:0006636;GO:0008020;GO:0009922;GO:0019367;GO:0030148;GO:0034625;GO:0034626;GO:0035338;GO:0042761
N0.HOG0028517	GO:0005576;GO:0005737;GO:0005769;GO:0019172;GO:0019243
N0.HOG0028926	GO:0000723;GO:0003678;GO:0003684;GO:0003723;GO:0005524;GO:0005654;GO:0005694;GO:0006303;GO:0006310;GO:0016787;GO:0042162;GO:0043564;GO:0045892;GO:0051575;GO:0070419;GO:0071480;GO:1990904
N0.HOG0011042	GO:0004970;GO:0005234;GO:0005886;GO:0015277;GO:0022849;GO:0032983;GO:0035249;GO:0042734;GO:0050804;GO:0098839;GO:0120169;GO:1904315
N0.HOG0026135	GO:0000266;GO:0005741;GO:0008535;GO:0042407;GO:0044877;GO:0055091;GO:0061564;GO:0090149
N0.HOG0027432	GO:0004672;GO:0005524;GO:0005634;GO:0005737;GO:0006611;GO:0030295;GO:0032147;GO:0043539;GO:1902554
N0.HOG0025965	GO:0000138;GO:0000139;GO:0005797;GO:0005802;GO:0006888
N0.HOG0027092	GO:0000184;GO:0000289;GO:0001825;GO:0003723;GO:0004535;GO:0005783;GO:0005789;GO:0007283;GO:0034587;GO:0046872
N0.HOG0006949	GO:0004180;GO:0004181;GO:0005615;GO:0006508;GO:0008270;GO:0031410
N0.HOG0027510	GO:0005737;GO:0006897;GO:0008289;GO:0031901
N0.HOG0011353	GO:0001540;GO:0001666;GO:0005737;GO:0005886;GO:0005892;GO:0006816;GO:0006874;GO:0007165;GO:0007268;GO:0007271;GO:0008284;GO:0015464;GO:0015643;GO:0017081;GO:0022848;GO:0030424;GO:0030425;GO:0032720;GO:0034220;GO:0035094;GO:0042166;GO:0042391;GO:0042803;GO:0043005;GO:0043204;GO:0043410;GO:0045202;GO:0045211;GO:0045766;GO:0050890;GO:1900016
N0.HOG0028189	GO:0003824;GO:0009058
N0.HOG0029685	GO:0004222;GO:0005576;GO:0007283;GO:0008233;GO:0008270;GO:0016485;GO:0030199;GO:0030324;GO:0030574;GO:0031012;GO:0043588;GO:0062023
N0.HOG0029043	GO:0003677;GO:0003899;GO:0005654;GO:0005666;GO:0005813;GO:0005829;GO:0006139;GO:0006383;GO:0006384;GO:0043231;GO:0045087;GO:0051607
N0.HOG0006938	GO:0003360;GO:0005886;GO:0007158;GO:0007612;GO:0009986;GO:0016020;GO:0021549;GO:0030182;GO:0030425;GO:0030534;GO:0031404;GO:0035176;GO:0035265;GO:0042043;GO:0042803;GO:0045202;GO:0045216;GO:0050804;GO:0050808;GO:0050839;GO:0051963;GO:0060076;GO:0071625;GO:0090394;GO:0097105;GO:0097110;GO:0098839;GO:0098978;GO:0098982;GO:0098983;GO:0098985;GO:0099054;GO:0099634
N0.HOG0027238	GO:0000398;GO:0000974;GO:0005634;GO:0071007;GO:0071013;GO:0071014
N0.HOG0027009	GO:0001540;GO:0001666;GO:0005737;GO:0005886;GO:0005892;GO:0006816;GO:0006874;GO:0007165;GO:0007268;GO:0007271;GO:0008284;GO:0015464;GO:0015643;GO:0017081;GO:0022848;GO:0030424;GO:0030425;GO:0032720;GO:0034220;GO:0035094;GO:0042166;GO:0042391;GO:0042803;GO:0043005;GO:0043204;GO:0043410;GO:0045202;GO:0045211;GO:0045766;GO:0050890;GO:1900016
N0.HOG0029971	GO:0003779;GO:0004842;GO:0005737;GO:0005802;GO:0005829;GO:0006895;GO:0015031;GO:0016567;GO:0016605;GO:0019964;GO:0030424;GO:0030425;GO:0031463;GO:0043066;GO:0043161;GO:0048471;GO:1990390
N0.HOG0028262	GO:0001736;GO:0001756;GO:0001819;GO:0001822;GO:0001843;GO:0001934;GO:0001938;GO:0001947;GO:0002009;GO:0002053;GO:0003138;GO:0003139;GO:0003281;GO:0003283;GO:0003323;GO:0003344;GO:0003401;GO:0005102;GO:0005109;GO:0005115;GO:0005125;GO:0005576;GO:0005615;GO:0005788;GO:0006954;GO:0007165;GO:0007200;GO:0007223;GO:0007254;GO:0007267;GO:0007368;GO:0007409;GO:0007411;GO:0007413;GO:0007442;GO:0007494;GO:0008104;GO:0008283;GO:0008543;GO:0008584;GO:0008595;GO:0009887;GO:0009952;GO:0009986;GO:0010463;GO:0010595;GO:0010628;GO:0010631;GO:0010742;GO:0010820;GO:0010976;GO:0016055;GO:0016477;GO:0019904;GO:0021891;GO:0021915;GO:0022008;GO:0030216;GO:0030324;GO:0030326;GO:0030509;GO:0030514;GO:0030901;GO:0031012;GO:0032092;GO:0032722;GO:0032729;GO:0032731;GO:0032755;GO:0032757;GO:0032760;GO:0032880;GO:0035108;GO:0035567;GO:0036342;GO:0036517;GO:0036518;GO:0040037;GO:0042060;GO:0042472;GO:0042733;GO:0043032;GO:0043066;GO:0043122;GO:0043547;GO:0045198;GO:0045599;GO:0045732;GO:0045766;GO:0045778;GO:0045807;GO:0045836;GO:0045892;GO:0045893;GO:0045944;GO:0046330;GO:0046546;GO:0048022;GO:0048146;GO:0048341;GO:0048546;GO:0048570;GO:0048706;GO:0048812;GO:0048843;GO:0048846;GO:0048850;GO:0050673;GO:0050679;GO:0050680;GO:0050729;GO:0050919;GO:0051216;GO:0051885;GO:0051964;GO:0060026;GO:0060028;GO:0060029;GO:0060065;GO:0060067;GO:0060068;GO:0060070;GO:0060071;GO:0060157;GO:0060324;GO:0060340;GO:0060599;GO:0060606;GO:0060638;GO:0060686;GO:0060744;GO:0060750;GO:0060762;GO:0060809;GO:0060907;GO:0061036;GO:0061053;GO:0062009;GO:0070242;GO:0070245;GO:0071219;GO:0071222;GO:0071277;GO:0071346;GO:0071425;GO:0071542;GO:0071560;GO:0072089;GO:0072201;GO:0090009;GO:0090090;GO:0090103;GO:0090630;GO:0097325;GO:0098685;GO:0098794;GO:0098978;GO:0099170;GO:0099175;GO:0099566;GO:0140013;GO:0150012;GO:1902035;GO:1902379;GO:1904934;GO:1904948;GO:2000049;GO:2000052;GO:2000648;GO:2001235
N0.HOG0020195	GO:0005789;GO:0005811;GO:0006914;GO:0034045;GO:0120013
N0.HOG0026864	GO:0016020
N0.HOG0028238	GO:0000122;GO:0000976;GO:0003677;GO:0005634;GO:0005654;GO:0005886;GO:0006357;GO:0006366;GO:0007283;GO:0017053;GO:0030336;GO:0030512;GO:0045892;GO:0045944;GO:0048821;GO:0070822;GO:0071514;GO:0097368;GO:1902455;GO:1902459
N0.HOG0024722	GO:0005759;GO:0070475;GO:0071424
N0.HOG0004677	GO:0005509;GO:0005576;GO:0005604;GO:0005737;GO:0005927;GO:0005938;GO:0009617;GO:0030036;GO:0030054;GO:0032154;GO:0051301;GO:0062023;GO:0071711
N0.HOG0025721	GO:0004890;GO:0005253;GO:0005635;GO:0005886;GO:0006811;GO:0006821;GO:0007214;GO:0009636;GO:0015276;GO:0021954;GO:0022851;GO:0030425;GO:0032570;GO:0034707;GO:0042698;GO:0043235;GO:0048787;GO:0050811;GO:0071420;GO:0098685;GO:0098982;GO:0099507;GO:0099634;GO:0150047;GO:1902476;GO:1902711;GO:1904315
N0.HOG0028942	GO:0005654;GO:0008270;GO:0031519;GO:0060816;GO:0140862
N0.HOG0025809	GO:0003950;GO:0005635;GO:0005783;GO:0005789;GO:0016779;GO:0019900;GO:0030968;GO:0036498;GO:0043539;GO:0070213;GO:0071782;GO:0140804;GO:0140806;GO:0140807;GO:1990404;GO:1990830;GO:2000766
N0.HOG0029473	GO:0003723;GO:0005730;GO:0005829;GO:0008270;GO:0008286;GO:0016020;GO:0016607
N0.HOG0026722	GO:0003723;GO:0004826;GO:0006432
N0.HOG0029397	GO:0005509;GO:0005576;GO:0009374;GO:0031410;GO:0032579
N0.HOG0006188	GO:0003924;GO:0005525;GO:0005768;GO:0005789;GO:0005794;GO:0005802;GO:0005929;GO:0006893;GO:0007409;GO:0010008;GO:0016192;GO:0016197;GO:0019003;GO:0030670;GO:0030859;GO:0032593;GO:0032869;GO:0043001;GO:0045200;GO:0055037;GO:0055038;GO:0071782;GO:0071786;GO:0072659;GO:0097051;GO:1903361
N0.HOG0029732	GO:0000139;GO:0005385;GO:0005789;GO:0006829;GO:0006882;GO:0030659;GO:0071577
N0.HOG0030139	GO:0000976;GO:0000978;GO:0000981;GO:0003309;GO:0003310;GO:0003311;GO:0005634;GO:0006357;GO:0031018;GO:0035774;GO:0042593;GO:0045893;GO:0045944;GO:0050796;GO:0090104
N0.HOG0003812	GO:0005886;GO:0006836;GO:0007420;GO:0008021;GO:0015293;GO:0015804;GO:0015816;GO:0015820;GO:0015824;GO:0016020;GO:0030163;GO:0030672;GO:0032328;GO:0035725;GO:0042995;GO:0045202;GO:0098794;GO:0098978;GO:0098982
N0.HOG0017711	GO:0001732;GO:0003743;GO:0005092;GO:0005525;GO:0005829;GO:0006413;GO:0071074
N0.HOG0014536	GO:0001786;GO:0005044;GO:0005765;GO:0005886;GO:0006622;GO:0006898;GO:0007605;GO:0010976;GO:0015485;GO:0015917;GO:0019899;GO:0030666;GO:0031210;GO:0038024;GO:0042803;GO:0043202;GO:0043470;GO:0051087;GO:0099638
N0.HOG0024689	GO:0004843;GO:0005654;GO:0005829;GO:0008270
N0.HOG0025689	GO:0000082;GO:0000932;GO:0004842;GO:0008270;GO:0008543;GO:0021915;GO:0035198;GO:0035278;GO:0051865;GO:0072089;GO:2000177
N0.HOG0027753	GO:0001664;GO:0003924;GO:0005525;GO:0005737;GO:0005834;GO:0007188;GO:0031683;GO:0046872
N0.HOG0026653	GO:0000400;GO:0000724;GO:0001701;GO:0001832;GO:0003690;GO:0003697;GO:0005524;GO:0005657;GO:0008284;GO:0010971;GO:0016887;GO:0033063;GO:0061053;GO:0140664
N0.HOG0029708	GO:0004303;GO:0005829;GO:0006706;GO:0042355;GO:0047834
N0.HOG0028438	GO:0004676;GO:0004677;GO:0004679;GO:0004694;GO:0004711;GO:0005524;GO:0005634;GO:0005737;GO:0017148;GO:0035175;GO:0035402;GO:0035403;GO:0035979;GO:0044022;GO:0044023;GO:0044024;GO:0044025;GO:0072354;GO:0072371;GO:0072518;GO:0106310;GO:0140467;GO:0140468;GO:0140823;GO:0140855;GO:0140857;GO:1901526;GO:1990244
N0.HOG0026643	
N0.HOG0026753	GO:0000139;GO:0003924;GO:0005525;GO:0005764;GO:0005770;GO:0005789;GO:0005829;GO:0005886;GO:0015031;GO:0019003;GO:0030659;GO:0030670;GO:0032482;GO:0032880;GO:0042147;GO:0042470;GO:0042802;GO:0045335;GO:0045921
N0.HOG0025818	GO:0000122;GO:0000785;GO:0001649;GO:0003682;GO:0005634;GO:0005654;GO:0005730;GO:0005731;GO:0005737;GO:0006281;GO:0006357;GO:0006476;GO:0007129;GO:0009303;GO:0010526;GO:0010821;GO:0031397;GO:0032041;GO:0034979;GO:0035861;GO:0036055;GO:0045722;GO:0045943;GO:0046825;GO:0046872;GO:0046969;GO:0046970;GO:0061697;GO:0061698;GO:0062176;GO:0070403;GO:0097372;GO:0106230;GO:0106231;GO:0140765;GO:0140861;GO:0141222;GO:1901836;GO:2000234
N0.HOG0024776	GO:0001664;GO:0005085;GO:0005096;GO:0005829;GO:0005886;GO:0007186
N0.HOG0026801	GO:0000070;GO:0000922;GO:0005634;GO:0005737;GO:0005828;GO:0005829;GO:0005886;GO:0007094;GO:0007096;GO:0015629;GO:0031267;GO:0051301;GO:0051988;GO:0065003;GO:1903394;GO:1990423
N0.HOG0026484	GO:0000139;GO:0001540;GO:0001558;GO:0005509;GO:0005576;GO:0005634;GO:0005789;GO:0007156;GO:0009986;GO:0014069;GO:0016020;GO:0019894;GO:0042988;GO:0045211;GO:0050806;GO:0051965;GO:0090128;GO:0098839;GO:0098845;GO:0098897;GO:0098969;GO:0098978;GO:0098982;GO:0099003
N0.HOG0012863	GO:0005245;GO:0005509;GO:0005794;GO:0005886;GO:0008048;GO:0010975;GO:0014069;GO:0048471
N0.HOG0013807	GO:0005764;GO:0006027;GO:0008340;GO:0008484;GO:0016250;GO:0030200;GO:0043202;GO:0046872;GO:0061744;GO:0070062
N0.HOG0017677	GO:0005794;GO:0005797;GO:0006024;GO:0006486;GO:0015012;GO:0030166;GO:0030206;GO:0032580;GO:0047220;GO:0050651
N0.HOG0026447	GO:0000278;GO:0004596;GO:0005737;GO:0005829;GO:0006474;GO:0007064;GO:0008080;GO:0031248;GO:0031415;GO:0120518
N0.HOG0029468	GO:0000287;GO:0000825;GO:0003824;GO:0005524;GO:0005829;GO:0007165;GO:0007596;GO:0016324;GO:0016787;GO:0016853;GO:0021915;GO:0032957;GO:0047325;GO:0052725;GO:0052726;GO:0052835;GO:0070266
N0.HOG0021260	GO:0005634
N0.HOG0029812	GO:0000978;GO:0000981;GO:0003677;GO:0005634;GO:0006357;GO:0007417;GO:0008270;GO:0014029
N0.HOG0029690	GO:0003954;GO:0008137;GO:0015990;GO:0031966;GO:0042773;GO:0048039
N0.HOG0028348	GO:0016020;GO:0016787;GO:0046872
N0.HOG0025847	GO:0005737;GO:0005874;GO:0030674;GO:0034451;GO:0061635
N0.HOG0009161	GO:0005634;GO:0005737;GO:1990904
N0.HOG0029988	GO:0005739;GO:0005743;GO:0019646;GO:0051724;GO:1990549
N0.HOG0027951	
N0.HOG0027452	GO:0006506;GO:0016255;GO:0042765
N0.HOG0030269	GO:0000776;GO:0000781;GO:0003682;GO:0005634;GO:0005664;GO:0005721;GO:0005737;GO:0005813;GO:0006260;GO:0006325;GO:0008327;GO:0035064;GO:0071169
N0.HOG0025270	GO:0005783;GO:0006888;GO:1990070;GO:1990071;GO:1990072
N0.HOG0027685	GO:0000138;GO:0005797;GO:0005802;GO:0016192;GO:0031267;GO:0031902
N0.HOG0029096	GO:0005737;GO:0034451
N0.HOG0018589	GO:0003697;GO:0004520;GO:0005634;GO:0005694;GO:0006289;GO:0046872
N0.HOG0029046	GO:0005777
N0.HOG0027884	GO:0005576;GO:0007218
